OBJECTID,StopNumber,Latitude,Longitude,Route,Effective Date,x,y
945,811,43.638035,-79.538637,3,2025/09/01,-79.5386369999999,43.6380350000001
946,811,43.638035,-79.538637,26,2025/09/01,-79.5386369999999,43.6380350000001
947,811,43.638035,-79.538637,307,2025/09/01,-79.5386369999999,43.6380350000001
948,812,43.58351,-79.758365,45,2025/09/01,-79.758365,43.58351
949,813,43.592126,-79.638709,3,2025/09/01,-79.6387089999999,43.5921260000001
950,813,43.592126,-79.638709,26,2025/09/01,-79.6387089999999,43.5921260000001
951,814,43.589689,-79.683582,314,2025/09/01,-79.6835819999999,43.5896890000001
952,814,43.589689,-79.683582,315,2025/09/01,-79.6835819999999,43.5896890000001
953,815,43.630753,-79.548989,1,2025/09/01,-79.5489889999999,43.630753
954,815,43.630753,-79.548989,11,2025/09/01,-79.5489889999999,43.630753
955,815,43.630753,-79.548989,20,2025/09/01,-79.5489889999999,43.630753
956,815,43.630753,-79.548989,35,2025/09/01,-79.5489889999999,43.630753
957,815,43.630753,-79.548989,70,2025/09/01,-79.5489889999999,43.630753
958,815,43.630753,-79.548989,101,2025/09/01,-79.5489889999999,43.630753
959,815,43.630753,-79.548989,108,2025/09/01,-79.5489889999999,43.630753
960,815,43.630753,-79.548989,109,2025/09/01,-79.5489889999999,43.630753
961,815,43.630753,-79.548989,126,2025/09/01,-79.5489889999999,43.630753
962,818,43.649899,-79.687563,53,2025/09/01,-79.687563,43.6498990000001
963,819,43.565589,-79.757165,46,2025/09/01,-79.757165,43.565589
964,820,43.608695,-79.583329,5,2025/09/01,-79.5833289999999,43.6086950000001
965,821,43.60782,-79.58202,5,2025/09/01,-79.5820199999999,43.6078200000001
966,822,43.604284,-79.576866,5,2025/09/01,-79.5768659999999,43.6042840000001
967,822,43.604284,-79.576866,31,2025/09/01,-79.5768659999999,43.6042840000001
968,824,43.6011,-79.665963,315,2025/09/01,-79.665963,43.6011
969,825,43.604511,-79.662728,315,2025/09/01,-79.662728,43.6045110000001
970,826,43.598804,-79.595319,1,2025/09/01,-79.595319,43.598804
971,827,43.598765,-79.595778,1,2025/09/01,-79.5957779999999,43.5987650000001
972,829,43.61454,-79.750965,108,2025/09/01,-79.750965,43.61454
973,830,43.572905,-79.753423,10,2025/09/01,-79.753423,43.572905
974,830,43.572905,-79.753423,313,2025/09/01,-79.753423,43.572905
975,831,43.609368,-79.583555,1,2025/09/01,-79.583555,43.6093680000001
976,831,43.609368,-79.583555,101,2025/09/01,-79.583555,43.6093680000001
977,832,43.59035,-79.66682,61,2025/09/01,-79.66682,43.59035
978,833,43.58844,-79.663629,61,2025/09/01,-79.663629,43.58844
979,834,43.590188,-79.666043,61,2025/09/01,-79.6660429999999,43.5901880000001
980,835,43.623558,-79.683215,25,2025/09/01,-79.683215,43.6235580000001
981,835,43.623558,-79.683215,70,2025/09/01,-79.683215,43.6235580000001
982,836,43.593342,-79.667782,35,2025/09/01,-79.667782,43.5933420000001
983,837,43.579266,-79.660673,9,2025/09/01,-79.660673,43.5792660000001
984,838,43.592605,-79.597173,8,2025/09/01,-79.5971729999999,43.592605
985,839,43.590736,-79.59459,8,2025/09/01,-79.59459,43.590736
986,840,43.57906,-79.660703,9,2025/09/01,-79.660703,43.57906
987,841,43.571299,-79.770546,46,2025/09/01,-79.770546,43.5712990000001
988,842,43.57124,-79.770944,46,2025/09/01,-79.770944,43.57124
989,843,43.529854,-79.609605,23,2025/09/01,-79.609605,43.5298540000001
990,844,43.605326,-79.674741,66,2025/09/01,-79.674741,43.6053260000001
991,849,43.588858,-79.652446,9,2025/09/01,-79.6524459999999,43.5888580000001
992,849,43.588858,-79.652446,61,2025/09/01,-79.6524459999999,43.5888580000001
993,850,43.612796,-79.681467,70,2025/09/01,-79.6814669999999,43.612796
994,851,43.589586,-79.65155,9,2025/09/01,-79.65155,43.5895860000001
995,851,43.589586,-79.65155,61,2025/09/01,-79.65155,43.5895860000001
996,853,43.595393,-79.684771,68,2025/09/01,-79.6847709999999,43.5953930000001
997,853,43.595393,-79.684771,314,2025/09/01,-79.6847709999999,43.5953930000001
998,854,43.572156,-79.576025,8,2025/09/01,-79.576025,43.5721560000001
999,855,43.593482,-79.601104,1,2025/09/01,-79.601104,43.593482
1000,855,43.593482,-79.601104,101,2025/09/01,-79.601104,43.593482
1001,856,43.594858,-79.599524,1,2025/09/01,-79.599524,43.594858
1002,857,43.597381,-79.596789,1,2025/09/01,-79.5967889999999,43.597381
1003,858,43.600348,-79.593511,1,2025/09/01,-79.593511,43.600348
1004,858,43.600348,-79.593511,101,2025/09/01,-79.593511,43.600348
1005,859,43.603058,-79.590574,1,2025/09/01,-79.5905739999999,43.603058
1006,860,43.60503,-79.588396,1,2025/09/01,-79.588396,43.6050300000001
1007,861,43.606581,-79.58668,1,2025/09/01,-79.5866799999999,43.6065810000001
1008,862,43.608797,-79.584231,1,2025/09/01,-79.584231,43.608797
1009,862,43.608797,-79.584231,101,2025/09/01,-79.584231,43.608797
1010,863,43.611167,-79.581474,1,2025/09/01,-79.581474,43.6111670000001
1011,864,43.61417,-79.578268,1,2025/09/01,-79.578268,43.6141700000001
1012,865,43.615938,-79.576318,1,2025/09/01,-79.576318,43.615938
1013,866,43.618586,-79.573554,1,2025/09/01,-79.5735539999999,43.618586
1014,866,43.618586,-79.573554,101,2025/09/01,-79.5735539999999,43.618586
1015,867,43.621902,-79.570117,1,2025/09/01,-79.570117,43.621902
1016,868,43.624551,-79.567364,1,2025/09/01,-79.5673639999999,43.624551
1017,869,43.626175,-79.565504,1,2025/09/01,-79.565504,43.626175
1018,870,43.563382,-79.756158,46,2025/09/01,-79.756158,43.563382
1019,871,43.627606,-79.562005,1,2025/09/01,-79.5620049999999,43.6276060000001
1020,872,43.626423,-79.565762,1,2025/09/01,-79.565762,43.626423
1021,873,43.624583,-79.567834,1,2025/09/01,-79.5678339999999,43.624583
1022,874,43.622825,-79.569748,1,2025/09/01,-79.5697479999999,43.622825
1023,875,43.619438,-79.573261,1,2025/09/01,-79.5732609999999,43.6194380000001
1024,875,43.619438,-79.573261,101,2025/09/01,-79.5732609999999,43.6194380000001
1025,876,43.616603,-79.576253,1,2025/09/01,-79.5762529999999,43.616603
1026,877,43.61471,-79.578268,1,2025/09/01,-79.578268,43.61471
1027,878,43.611742,-79.581387,1,2025/09/01,-79.5813869999999,43.6117420000001
1028,879,43.604132,-79.576188,5,2025/09/01,-79.5761879999999,43.604132
1029,879,43.604132,-79.576188,31,2025/09/01,-79.5761879999999,43.604132
1030,880,43.607737,-79.581338,5,2025/09/01,-79.581338,43.607737
1031,880,43.607737,-79.581338,31,2025/09/01,-79.581338,43.607737
1032,881,43.556741,-79.58035,23,2025/09/01,-79.58035,43.556741
1033,883,43.597966,-79.742202,44,2025/09/01,-79.7422019999999,43.597966
1034,885,43.602689,-79.589058,51,2025/09/01,-79.589058,43.6026890000001
1035,886,43.667219,-79.666211,5,2025/09/01,-79.666211,43.667219
1036,887,43.564595,-79.749335,39,2025/09/01,-79.749335,43.564595
1037,888,43.586901,-79.759526,42,2025/09/01,-79.7595259999999,43.5869010000001
1038,888,43.586901,-79.759526,90,2025/09/01,-79.7595259999999,43.5869010000001
1039,889,43.554715,-79.75412,49,2025/09/01,-79.7541199999999,43.554715
1040,891,43.586673,-79.696964,38,2025/09/01,-79.696964,43.5866730000001
1041,892,43.590414,-79.702074,38,2025/09/01,-79.702074,43.5904140000001
1042,892,43.590414,-79.702074,306,2025/09/01,-79.702074,43.5904140000001
1043,892,43.590414,-79.702074,314,2025/09/01,-79.702074,43.5904140000001
1044,893,43.7208,-79.625879,16,2025/09/01,-79.6258789999999,43.7208000000001
1045,895,43.591508,-79.595206,8,2025/09/01,-79.595206,43.591508
1046,897,43.525828,-79.704739,36,2025/09/01,-79.704739,43.525828
1047,898,43.525879,-79.70458,36,2025/09/01,-79.70458,43.525879
1048,899,43.60473,-79.648486,7,2025/09/01,-79.6484859999999,43.6047300000001
1049,900,43.550363,-79.67103,44,2025/09/01,-79.67103,43.5503630000001
1050,901,43.55031,-79.670748,44,2025/09/01,-79.6707479999999,43.55031
1051,902,43.552892,-79.676002,26,2025/09/01,-79.676002,43.552892
1052,903,43.556985,-79.674989,26,2025/09/01,-79.674989,43.5569850000001
1053,904,43.557676,-79.674721,26,2025/09/01,-79.674721,43.5576760000001
1054,909,43.529432,-79.609702,23,2025/09/01,-79.609702,43.529432
1055,910,43.547819,-79.663606,1,2025/09/01,-79.663606,43.547819
1056,910,43.547819,-79.663606,101,2025/09/01,-79.663606,43.547819
1057,910,43.547819,-79.663606,110,2025/09/01,-79.663606,43.547819
1058,914,43.544845,-79.662327,1,2025/09/01,-79.6623269999999,43.5448450000001
1059,919,43.583643,-79.758506,43,2025/09/01,-79.758506,43.583643
1060,919,43.583643,-79.758506,46,2025/09/01,-79.758506,43.583643
1061,920,43.685181,-79.66688,15,2025/09/01,-79.6668799999999,43.685181
1062,921,43.595646,-79.587283,51,2025/09/01,-79.587283,43.595646
1063,922,43.664786,-79.683877,51,2025/09/01,-79.6838769999999,43.664786
1064,923,43.595573,-79.685511,68,2025/09/01,-79.685511,43.5955730000001
1065,923,43.595573,-79.685511,314,2025/09/01,-79.685511,43.5955730000001
1066,925,43.665072,-79.669768,5,2025/09/01,-79.669768,43.6650720000001
1067,927,43.533177,-79.703773,36,2025/09/01,-79.703773,43.5331770000001
1068,928,43.534427,-79.705071,36,2025/09/01,-79.705071,43.534427
1069,929,43.526347,-79.711361,36,2025/09/01,-79.711361,43.526347
1070,930,43.52728,-79.713259,36,2025/09/01,-79.713259,43.5272800000001
1071,931,43.531995,-79.71692,36,2025/09/01,-79.71692,43.531995
1072,932,43.533409,-79.715277,36,2025/09/01,-79.715277,43.5334090000001
1073,934,43.536083,-79.710958,36,2025/09/01,-79.7109579999999,43.5360830000001
1074,935,43.537879,-79.707079,36,2025/09/01,-79.707079,43.537879
1075,936,43.692856,-79.622423,24,2025/09/01,-79.622423,43.6928560000001
1076,937,43.531123,-79.692678,36,2025/09/01,-79.6926779999999,43.531123
1077,941,43.666561,-79.671741,5,2025/09/01,-79.6717409999999,43.6665610000001
1078,942,43.668423,-79.673996,5,2025/09/01,-79.673996,43.6684230000001
1079,943,43.584074,-79.776319,39,2025/09/01,-79.7763189999999,43.584074
1080,943,43.584074,-79.776319,90,2025/09/01,-79.7763189999999,43.584074
1081,944,43.529758,-79.715929,36,2025/09/01,-79.715929,43.5297580000001
1082,946,43.530057,-79.693988,36,2025/09/01,-79.6939879999999,43.530057
1083,947,43.528567,-79.693231,36,2025/09/01,-79.693231,43.5285670000001
1084,948,43.527188,-79.694298,36,2025/09/01,-79.6942979999999,43.5271880000001
1085,949,43.525504,-79.695935,36,2025/09/01,-79.695935,43.5255040000001
1086,950,43.523427,-79.69634,36,2025/09/01,-79.6963399999999,43.523427
1087,951,43.522959,-79.694332,36,2025/09/01,-79.694332,43.5229590000001
1088,952,43.523041,-79.690524,36,2025/09/01,-79.690524,43.523041
1089,953,43.522265,-79.689144,36,2025/09/01,-79.6891439999999,43.522265
1090,954,43.518675,-79.690757,36,2025/09/01,-79.690757,43.518675
1091,955,43.518583,-79.694508,36,2025/09/01,-79.694508,43.518583
1092,956,43.519752,-79.698356,36,2025/09/01,-79.698356,43.519752
1093,957,43.523152,-79.70428,36,2025/09/01,-79.70428,43.523152
1094,958,43.51674,-79.691102,1,2025/09/01,-79.6911019999999,43.51674
1095,959,43.52692,-79.70549,36,2025/09/01,-79.7054899999999,43.5269200000001
1096,960,43.528469,-79.706627,36,2025/09/01,-79.706627,43.528469
1097,961,43.527885,-79.709665,36,2025/09/01,-79.709665,43.527885
1098,962,43.533159,-79.704275,36,2025/09/01,-79.7042749999999,43.5331590000001
1099,964,43.545926,-79.683815,1,2025/09/01,-79.683815,43.5459260000001
1100,964,43.545926,-79.683815,36,2025/09/01,-79.683815,43.5459260000001
1101,965,43.519953,-79.690717,36,2025/09/01,-79.6907169999999,43.519953
1102,966,43.669804,-79.675556,5,2025/09/01,-79.675556,43.669804
1103,967,43.671475,-79.677603,5,2025/09/01,-79.677603,43.671475
1104,968,43.547118,-79.678936,1,2025/09/01,-79.678936,43.5471180000001
1105,971,43.550686,-79.676917,26,2025/09/01,-79.676917,43.550686
1106,973,43.521554,-79.701128,36,2025/09/01,-79.701128,43.521554
1107,974,43.534821,-79.705086,36,2025/09/01,-79.705086,43.5348210000001
1108,975,43.537641,-79.706208,36,2025/09/01,-79.7062079999999,43.5376410000001
1109,976,43.537097,-79.708887,36,2025/09/01,-79.7088869999999,43.5370970000001
1110,977,43.536125,-79.711333,36,2025/09/01,-79.711333,43.536125
1111,978,43.668219,-79.673991,5,2025/09/01,-79.6739909999999,43.6682190000001
1112,980,43.553325,-79.675312,26,2025/09/01,-79.675312,43.553325
1113,980,43.553325,-79.675312,126,2025/09/01,-79.675312,43.553325
1114,981,43.550287,-79.676696,26,2025/09/01,-79.676696,43.550287
1115,983,43.55927,-79.683291,44,2025/09/01,-79.6832909999999,43.55927
1116,984,43.549038,-79.669173,44,2025/09/01,-79.6691729999999,43.5490380000001
1117,985,43.731598,-79.632822,16,2025/09/01,-79.632822,43.7315980000001
1118,986,43.559229,-79.682834,44,2025/09/01,-79.682834,43.5592290000001
1119,987,43.557989,-79.680619,44,2025/09/01,-79.680619,43.5579890000001
1120,988,43.553127,-79.676047,44,2025/09/01,-79.676047,43.5531270000001
1121,989,43.551546,-79.672516,44,2025/09/01,-79.672516,43.551546
1122,990,43.543104,-79.68373,13,2025/09/01,-79.68373,43.543104
1123,991,43.547817,-79.663552,1,2025/09/01,-79.663552,43.5478170000001
1124,991,43.547817,-79.663552,101,2025/09/01,-79.663552,43.5478170000001
1125,991,43.547817,-79.663552,110,2025/09/01,-79.663552,43.5478170000001
1126,992,43.543118,-79.660133,1,2025/09/01,-79.660133,43.543118
1127,993,43.543068,-79.65973,1,2025/09/01,-79.65973,43.5430680000001
1128,994,43.548952,-79.668822,44,2025/09/01,-79.668822,43.548952
1129,995,43.55181,-79.673082,44,2025/09/01,-79.673082,43.55181
1130,996,43.553142,-79.675301,44,2025/09/01,-79.6753009999999,43.553142
1131,997,43.558404,-79.681198,44,2025/09/01,-79.6811979999999,43.558404
1132,998,43.523479,-79.682337,45,2025/09/01,-79.682337,43.5234790000001
1133,999,43.665225,-79.668215,5,2025/09/01,-79.668215,43.6652250000001
1134,1002,43.523322,-79.681389,1,2025/09/01,-79.681389,43.5233220000001
1135,1002,43.523322,-79.681389,101,2025/09/01,-79.681389,43.5233220000001
1136,1004,43.666179,-79.667375,5,2025/09/01,-79.6673749999999,43.666179
1137,1005,43.597795,-79.643431,20,2025/09/01,-79.643431,43.5977950000001
1138,1006,43.532897,-79.670809,1,2025/09/01,-79.670809,43.532897
1139,1007,43.531382,-79.67375,29,2025/09/01,-79.67375,43.5313820000001
1140,1008,43.533111,-79.676844,29,2025/09/01,-79.676844,43.5331110000001
1141,1009,43.534365,-79.678623,29,2025/09/01,-79.6786229999999,43.534365
1142,1011,43.605042,-79.760987,38,2025/09/01,-79.760987,43.605042
1143,1012,43.604222,-79.764695,38,2025/09/01,-79.764695,43.604222
1144,1013,43.543631,-79.684118,48,2025/09/01,-79.684118,43.5436310000001
1145,1014,43.543439,-79.68384,13,2025/09/01,-79.68384,43.543439
1146,1015,43.541342,-79.68235,13,2025/09/01,-79.68235,43.541342
1147,1015,43.541342,-79.68235,26,2025/09/01,-79.68235,43.541342
1148,1015,43.541342,-79.68235,29,2025/09/01,-79.68235,43.541342
1149,1016,43.540145,-79.681727,29,2025/09/01,-79.681727,43.540145
1150,1016,43.540145,-79.681727,36,2025/09/01,-79.681727,43.540145
1151,1018,43.536171,-79.685378,29,2025/09/01,-79.685378,43.5361710000001
1152,1019,43.534642,-79.679199,29,2025/09/01,-79.679199,43.5346420000001
1153,1020,43.533281,-79.677582,29,2025/09/01,-79.677582,43.533281
1154,1021,43.532057,-79.67532,29,2025/09/01,-79.6753199999999,43.5320570000001
1155,1023,43.525126,-79.684626,45,2025/09/01,-79.684626,43.525126
1156,1024,43.527265,-79.687577,45,2025/09/01,-79.687577,43.527265
1157,1025,43.535495,-79.687621,36,2025/09/01,-79.687621,43.535495
1158,1026,43.536394,-79.685918,36,2025/09/01,-79.685918,43.536394
1159,1027,43.537391,-79.683409,36,2025/09/01,-79.683409,43.5373910000001
1160,1028,43.539783,-79.681513,36,2025/09/01,-79.681513,43.539783
1161,1029,43.541854,-79.683101,1,2025/09/01,-79.683101,43.5418540000001
1162,1029,43.541854,-79.683101,13,2025/09/01,-79.683101,43.5418540000001
1163,1029,43.541854,-79.683101,36,2025/09/01,-79.683101,43.5418540000001
1164,1029,43.541854,-79.683101,48,2025/09/01,-79.683101,43.5418540000001
1165,1030,43.545229,-79.676869,1,2025/09/01,-79.6768689999999,43.5452290000001
1166,1032,43.540818,-79.678277,13,2025/09/01,-79.678277,43.5408180000001
1167,1033,43.539554,-79.67424,13,2025/09/01,-79.6742399999999,43.5395540000001
1168,1033,43.539554,-79.67424,101,2025/09/01,-79.6742399999999,43.5395540000001
1169,1034,43.539931,-79.671043,13,2025/09/01,-79.671043,43.5399310000001
1170,1035,43.542323,-79.659957,1,2025/09/01,-79.659957,43.5423230000001
1171,1036,43.539304,-79.663524,1,2025/09/01,-79.663524,43.5393040000001
1172,1037,43.536464,-79.666959,1,2025/09/01,-79.666959,43.5364640000001
1173,1037,43.536464,-79.666959,101,2025/09/01,-79.666959,43.5364640000001
1174,1039,43.540179,-79.674152,13,2025/09/01,-79.6741519999999,43.5401790000001
1175,1039,43.540179,-79.674152,101,2025/09/01,-79.6741519999999,43.5401790000001
1176,1040,43.540869,-79.678085,13,2025/09/01,-79.678085,43.5408690000001
1177,1043,43.536516,-79.686374,36,2025/09/01,-79.6863739999999,43.5365160000001
1178,1044,43.535711,-79.687616,36,2025/09/01,-79.6876159999999,43.5357110000001
1179,1045,43.532305,-79.691366,36,2025/09/01,-79.691366,43.5323050000001
1180,1046,43.527275,-79.687975,45,2025/09/01,-79.6879749999999,43.527275
1181,1047,43.524434,-79.684124,1,2025/09/01,-79.6841239999999,43.524434
1182,1047,43.524434,-79.684124,45,2025/09/01,-79.6841239999999,43.524434
1183,1048,43.531937,-79.691423,36,2025/09/01,-79.691423,43.531937
1184,1049,43.543395,-79.680926,1,2025/09/01,-79.6809259999999,43.543395
1185,1049,43.543395,-79.680926,36,2025/09/01,-79.6809259999999,43.543395
1186,1049,43.543395,-79.680926,48,2025/09/01,-79.6809259999999,43.543395
1187,1051,43.604541,-79.768681,38,2025/09/01,-79.768681,43.604541
1188,1053,43.60356,-79.775051,38,2025/09/01,-79.775051,43.6035600000001
1189,1054,43.544806,-79.669431,1,2025/09/01,-79.669431,43.5448060000001
1190,1055,43.544117,-79.66677,1,2025/09/01,-79.66677,43.544117
1191,1056,43.603152,-79.777852,38,2025/09/01,-79.7778519999999,43.6031520000001
1192,1057,43.603425,-79.774179,38,2025/09/01,-79.774179,43.6034250000001
1193,1058,43.605058,-79.769995,38,2025/09/01,-79.7699949999999,43.605058
1194,1059,43.603928,-79.765359,38,2025/09/01,-79.765359,43.603928
1195,1060,43.604449,-79.761966,38,2025/09/01,-79.761966,43.604449
1196,1061,43.601473,-79.629738,10,2025/09/01,-79.629738,43.6014730000001
1197,1062,43.543566,-79.684266,110,2025/09/01,-79.684266,43.5435660000001
1198,1063,43.543371,-79.68064,26,2025/09/01,-79.68064,43.543371
1199,1066,43.601707,-79.62977,10,2025/09/01,-79.62977,43.601707
1200,1067,43.604703,-79.662228,315,2025/09/01,-79.662228,43.604703
1201,1068,43.627597,-79.630037,7,2025/09/01,-79.6300369999999,43.627597
1202,1068,43.627597,-79.630037,35,2025/09/01,-79.6300369999999,43.627597
1203,1071,43.545445,-79.677049,1,2025/09/01,-79.677049,43.545445
1204,1072,43.54525,-79.670832,1,2025/09/01,-79.6708319999999,43.5452500000001
1205,1073,43.543733,-79.684251,36,2025/09/01,-79.684251,43.543733
1206,1087,43.543991,-79.666282,1,2025/09/01,-79.666282,43.5439910000001
1207,1088,43.663275,-79.591034,7,2025/09/01,-79.591034,43.663275
1208,1088,43.663275,-79.591034,39,2025/09/01,-79.591034,43.663275
1209,1088,43.663275,-79.591034,107,2025/09/01,-79.591034,43.663275
1210,1088,43.663275,-79.591034,109,2025/09/01,-79.591034,43.663275
1211,1089,43.542899,-79.683341,26,2025/09/01,-79.683341,43.542899
1212,1090,43.541451,-79.681121,13,2025/09/01,-79.681121,43.541451
1213,1091,43.608889,-79.58295,5,2025/09/01,-79.58295,43.608889
1214,1094,43.54583,-79.675734,1,2025/09/01,-79.675734,43.5458300000001
1215,1095,43.525206,-79.679244,1,2025/09/01,-79.679244,43.525206
1216,1096,43.53073,-79.692307,45,2025/09/01,-79.692307,43.5307300000001
1217,1098,43.525581,-79.685636,45,2025/09/01,-79.685636,43.525581
1218,1099,43.54299,-79.683135,1,2025/09/01,-79.6831349999999,43.54299
1219,1100,43.546201,-79.652838,1,2025/09/01,-79.652838,43.5462010000001
1220,1101,43.548989,-79.650277,1,2025/09/01,-79.650277,43.548989
1221,1102,43.544859,-79.655033,1,2025/09/01,-79.6550329999999,43.544859
1222,1103,43.591924,-79.633151,2,2025/09/01,-79.6331509999999,43.5919240000001
1223,1104,43.583779,-79.621653,2,2025/09/01,-79.621653,43.583779
1224,1104,43.583779,-79.621653,53,2025/09/01,-79.621653,43.583779
1225,1104,43.583779,-79.621653,103,2025/09/01,-79.621653,43.583779
1226,1105,43.590806,-79.631455,2,2025/09/01,-79.631455,43.590806
1227,1105,43.590806,-79.631455,103,2025/09/01,-79.631455,43.590806
1228,1106,43.556534,-79.644129,6,2025/09/01,-79.644129,43.5565340000001
1229,1107,43.589323,-79.629494,2,2025/09/01,-79.629494,43.589323
1230,1107,43.589323,-79.629494,103,2025/09/01,-79.629494,43.589323
1231,1108,43.554497,-79.653076,6,2025/09/01,-79.6530759999999,43.554497
1232,1109,43.587575,-79.627068,2,2025/09/01,-79.627068,43.5875750000001
1233,1109,43.587575,-79.627068,53,2025/09/01,-79.627068,43.5875750000001
1234,1110,43.557146,-79.651667,6,2025/09/01,-79.651667,43.557146
1235,1112,43.559017,-79.645484,6,2025/09/01,-79.645484,43.559017
1236,1113,43.582982,-79.620571,2,2025/09/01,-79.620571,43.5829820000001
1237,1114,43.560641,-79.644222,6,2025/09/01,-79.644222,43.560641
1238,1115,43.581593,-79.618596,2,2025/09/01,-79.618596,43.581593
1239,1116,43.564951,-79.643952,6,2025/09/01,-79.643952,43.5649510000001
1240,1117,43.564662,-79.646918,6,2025/09/01,-79.646918,43.564662
1241,1118,43.562975,-79.650435,6,2025/09/01,-79.6504349999999,43.562975
1242,1119,43.561525,-79.652721,6,2025/09/01,-79.652721,43.5615250000001
1243,1120,43.560317,-79.655645,6,2025/09/01,-79.655645,43.5603170000001
1244,1121,43.558967,-79.658053,6,2025/09/01,-79.658053,43.5589670000001
1245,1122,43.559059,-79.661233,6,2025/09/01,-79.661233,43.559059
1246,1123,43.560659,-79.661024,6,2025/09/01,-79.6610239999999,43.560659
1247,1124,43.563115,-79.663149,6,2025/09/01,-79.663149,43.563115
1248,1125,43.564266,-79.666875,6,2025/09/01,-79.6668749999999,43.564266
1249,1126,43.56326,-79.668631,6,2025/09/01,-79.6686309999999,43.5632600000001
1250,1127,43.564075,-79.669059,6,2025/09/01,-79.6690589999999,43.564075
1251,1127,43.564075,-79.669059,26,2025/09/01,-79.6690589999999,43.564075
1252,1128,43.570525,-79.661548,6,2025/09/01,-79.661548,43.570525
1253,1128,43.570525,-79.661548,26,2025/09/01,-79.661548,43.570525
1254,1129,43.573066,-79.658668,26,2025/09/01,-79.658668,43.573066
1255,1130,43.576042,-79.655234,26,2025/09/01,-79.655234,43.576042
1256,1131,43.579062,-79.65176,26,2025/09/01,-79.65176,43.5790620000001
1257,1131,43.579062,-79.65176,126,2025/09/01,-79.65176,43.5790620000001
1258,1132,43.58148,-79.649068,26,2025/09/01,-79.6490679999999,43.58148
1259,1133,43.663139,-79.590895,7,2025/09/01,-79.590895,43.6631390000001
1260,1133,43.663139,-79.590895,39,2025/09/01,-79.590895,43.6631390000001
1261,1133,43.663139,-79.590895,107,2025/09/01,-79.590895,43.6631390000001
1262,1133,43.663139,-79.590895,109,2025/09/01,-79.590895,43.6631390000001
1263,1134,43.56354,-79.641941,6,2025/09/01,-79.641941,43.56354
1264,1135,43.585015,-79.645086,26,2025/09/01,-79.6450859999999,43.585015
1265,1135,43.585015,-79.645086,126,2025/09/01,-79.6450859999999,43.585015
1266,1136,43.516074,-79.671973,45,2025/09/01,-79.671973,43.516074
1267,1136,43.516074,-79.671973,71,2025/09/01,-79.671973,43.516074
1268,1138,43.631951,-79.72218,57,2025/09/01,-79.72218,43.6319510000001
1269,1138,43.631951,-79.72218,61,2025/09/01,-79.72218,43.6319510000001
1270,1139,43.527004,-79.705749,36,2025/09/01,-79.705749,43.527004
1271,1140,43.589109,-79.665081,61,2025/09/01,-79.665081,43.5891090000001
1272,1141,43.51803,-79.687146,1,2025/09/01,-79.687146,43.5180300000001
1273,1142,43.563595,-79.636677,38,2025/09/01,-79.636677,43.5635950000001
1274,1143,43.564934,-79.638643,38,2025/09/01,-79.638643,43.564934
1275,1144,43.562689,-79.650652,6,2025/09/01,-79.650652,43.562689
1276,1145,43.563414,-79.649406,6,2025/09/01,-79.6494059999999,43.5634140000001
1277,1146,43.564786,-79.643955,6,2025/09/01,-79.643955,43.564786
1278,1147,43.563433,-79.642005,6,2025/09/01,-79.642005,43.563433
1279,1148,43.648738,-79.703649,53,2025/09/01,-79.703649,43.648738
1280,1149,43.567734,-79.773962,39,2025/09/01,-79.773962,43.567734
1281,1150,43.531074,-79.673633,29,2025/09/01,-79.6736329999999,43.531074
1282,1151,43.543524,-79.689786,13,2025/09/01,-79.689786,43.543524
1283,1152,43.575657,-79.621838,1,2025/09/01,-79.621838,43.575657
1284,1152,43.575657,-79.621838,38,2025/09/01,-79.621838,43.575657
1285,1153,43.573836,-79.623966,1,2025/09/01,-79.6239659999999,43.573836
1286,1153,43.573836,-79.623966,38,2025/09/01,-79.6239659999999,43.573836
1287,1154,43.649647,-79.704795,53,2025/09/01,-79.704795,43.6496470000001
1288,1157,43.59763,-79.673423,68,2025/09/01,-79.6734229999999,43.59763
1289,1157,43.59763,-79.673423,315,2025/09/01,-79.6734229999999,43.59763
1290,1158,43.61503,-79.692522,39,2025/09/01,-79.6925219999999,43.61503
1291,1159,43.593413,-79.682498,68,2025/09/01,-79.682498,43.5934130000001
1292,1159,43.593413,-79.682498,306,2025/09/01,-79.682498,43.5934130000001
1293,1159,43.593413,-79.682498,314,2025/09/01,-79.682498,43.5934130000001
1294,1160,43.592274,-79.678942,68,2025/09/01,-79.678942,43.592274
1295,1160,43.592274,-79.678942,306,2025/09/01,-79.678942,43.592274
1296,1160,43.592274,-79.678942,315,2025/09/01,-79.678942,43.592274
1297,1161,43.593749,-79.67725,68,2025/09/01,-79.67725,43.5937490000001
1298,1161,43.593749,-79.67725,306,2025/09/01,-79.67725,43.5937490000001
1299,1161,43.593749,-79.67725,315,2025/09/01,-79.67725,43.5937490000001
1300,1162,43.595456,-79.675379,68,2025/09/01,-79.675379,43.5954560000001
1301,1162,43.595456,-79.675379,306,2025/09/01,-79.675379,43.5954560000001
1302,1162,43.595456,-79.675379,315,2025/09/01,-79.675379,43.5954560000001
1303,1163,43.649564,-79.705358,53,2025/09/01,-79.705358,43.649564
1304,1164,43.528156,-79.706585,36,2025/09/01,-79.706585,43.5281560000001
1305,1165,43.568731,-79.663608,6,2025/09/01,-79.663608,43.5687310000001
