FID,SEG_ID,ST_NAME_ID,STNAME,SUFFIX,DIRECTION,FULLNAME,FROMLEFT,TOLEFT,FROMRIGHT,TORIGHT,ONEWAY,TYPE,STATUS,OWNER,FROM_ELEV,TO_ELEV,SEG_LENGTH,NODE_FROM,NODE_TO,CRTDT_GIS,UPDDT_GIS,Shape__Length
138,360221,3951,INVERHOUSE,DR, ,INVERHOUSE DR,,,,,0,LOCAL,OPEN,MISS,0,1,58.7772845677,349391,349361,,8/19/2025 11:41:30 AM,81.0416584488292
139,377763,106389,UNNAMED,URES, ,UNNAMED URES,,,,,0,LOCAL,OPEN,PRIV,0,0,29.3189370885,377762,348520,4/3/2003 2:56:19 PM,8/19/2025 11:39:15 AM,40.44143974603
140,362501,3951,INVERHOUSE,DR, ,INVERHOUSE DR,,,,,0,LOCAL,OPEN,MISS,1,0,56.2648464433,349361,349342,,8/19/2025 11:48:14 AM,77.6296845044011
141,354899,5400,WISEMAN,CRT,,WISEMAN CRT,2284,2304,2285,2306,0,LOCAL,OPEN,MISS,0,0,46.5010649771,348597,348584,,8/19/2025 11:48:46 AM,64.2227083621734
142,370884,5299,WATERSEDGE,RD, ,WATERSEDGE RD,1520,1520,1523,1523,0,LOCAL,OPEN,MISS,0,0,60.0409605189,370882,350517,11/27/2002 12:12:03 PM,8/19/2025 11:26:36 AM,82.9564055640803
143,370886,5299,WATERSEDGE,RD, ,WATERSEDGE RD,,,,,0,LOCAL,OPEN,MISS,0,0,70.5521365875,350517,370885,11/27/2002 12:13:10 PM,8/19/2025 11:40:16 AM,97.3231245555027
144,360213,4089,LAKESHORE,RD,W,LAKESHORE RD W,2010,2040,2007,2013,0,ART,OPEN,MISS,1,0,173.2844249695,349146,349075,,8/19/2025 11:31:57 AM,239.128029952391
145,359421,4863,SEAGULL,DR, ,SEAGULL DR,,,,,0,LOCAL,OPEN,MISS,0,0,105.950224575,348198,348148,,8/19/2025 11:27:57 AM,146.053857639664
146,354930,2983,BOSTOCK,CRES, ,BOSTOCK CRES,,,2375,2385,0,LOCAL,OPEN,MISS,0,0,108.7485083165,348244,348198,,8/19/2025 11:49:17 AM,150.101996848495
147,361320,4619,POPLAR,CRES, ,POPLAR CRES,2344,2554,2347,2555,0,LOCAL,OPEN,MISS,0,0,649.3199123369,347725,347623,,8/19/2025 11:37:37 AM,895.885989872359
148,361345,3622,FLETCHER VALLEY,CRES, ,FLETCHER VALLEY CRES,746,780,741,777,0,LOCAL,OPEN,MISS,0,0,97.5263613764,349690,349662,,8/19/2025 11:50:26 AM,134.610838450615
149,355024,3951,INVERHOUSE,DR, ,INVERHOUSE DR,920,920,915,915,0,LOCAL,OPEN,MISS,0,0,65.3758525757,349342,349316,,8/19/2025 11:38:10 AM,90.2664095027265
150,354900,4424,NIGEL,RD, ,NIGEL RD,1232,1250,1219,1249,0,LOCAL,OPEN,MISS,0,0,143.5623280065,348597,348479,,8/19/2025 11:57:11 AM,197.728703275841
151,354898,5400,WISEMAN,CRT,,WISEMAN CRT,2248,2282,2251,2259,0,LOCAL,OPEN,MISS,0,0,106.9865305268,348624,348597,,8/19/2025 11:49:00 AM,147.758238953784
152,370913,3316,COUNTRY CLUB,CRES, ,COUNTRY CLUB CRES,,,,,0,LOCAL,OPEN,MISS,0,0,44.2037306487,370885,370910,11/27/2002 2:58:25 PM,8/19/2025 11:29:59 AM,60.9093393202049
153,370912,3316,COUNTRY CLUB,CRES, ,COUNTRY CLUB CRES,492,500,,,0,LOCAL,OPEN,MISS,0,0,76.777614242,370910,350433,11/27/2002 2:55:32 PM,8/19/2025 11:41:11 AM,106.001893553591
154,370901,4188,LUSHES,AVE, ,LUSHES AVE,,,,,0,LOCAL,OPEN,MISS,0,0,105.2483381817,349307,370899,11/27/2002 12:32:38 PM,8/19/2025 11:39:23 AM,145.179819925724
155,370888,5299,WATERSEDGE,RD, ,WATERSEDGE RD,,,,,0,LOCAL,OPEN,MISS,0,0,47.3011620174,370882,370885,11/27/2002 12:14:09 PM,8/19/2025 11:30:53 AM,65.208078402888
156,370887,2970,BOB-O-LINK,RD, ,BOB-O-LINK RD,432,448,441,471,0,LOCAL,OPEN,MISS,0,0,99.9684154273,370885,350433,11/27/2002 12:13:10 PM,8/19/2025 11:39:36 AM,137.85253581768
157,361312,3107,CANVEY,CRES, ,CANVEY CRES,1212,1228,,,0,LOCAL,OPEN,MISS,0,0,98.7926728605,348422,348404,,8/19/2025 11:41:10 AM,136.45751945792
158,362511,3369,DAIMLER,RD, ,DAIMLER RD,1282,1338,1283,1339,0,LOCAL,OPEN,MISS,0,0,219.3740236244,348404,348288,,8/19/2025 11:36:15 AM,302.494967343709
159,370883,5299,WATERSEDGE,RD, ,WATERSEDGE RD,1470,1510,1491,1517,0,LOCAL,OPEN,MISS,0,0,169.9379635594,350523,370882,11/27/2002 12:12:03 PM,8/19/2025 11:33:58 AM,234.7947951629
160,354931,3041,BROOKHURST,RD, ,BROOKHURST RD,2278,2292,2291,2305,0,LOCAL,OPEN,MISS,0,0,69.3740852472,348496,348479,,8/19/2025 11:52:09 AM,95.8448168418788
161,354804,5206,TRUSCOTT,DR, ,TRUSCOTT DR,2400,2400,,,0,MJRCOL,OPEN,MISS,0,0,77.8625794139,348177,348148,,8/19/2025 11:30:40 AM,107.451148033645
162,354916,4514,PADSTOW,CRES, ,PADSTOW CRES,2564,2564,2545,2577,0,LOCAL,OPEN,MISS,0,0,121.1369283606,347824,347908,,8/19/2025 11:56:19 AM,167.030974480989
163,355025,3951,INVERHOUSE,DR, ,INVERHOUSE DR,,,,,0,LOCAL,OPEN,MISS,0,0,31.5220043303,349316,349307,,8/19/2025 11:47:51 AM,43.5216670770197
164,354995,3236,CLARKSON,RD,S,CLARKSON RD S,752,778,769,783,0,MNRCOL,OPEN,MISS,0,0,126.9391821504,349757,349701,,8/19/2025 11:55:01 AM,175.115869403133
165,355006,2781,ANGELA,CRES, ,ANGELA CRES,1744,1762,1757,1763,0,LOCAL,OPEN,MISS,0,0,102.7296058836,349813,349757,,8/19/2025 11:48:37 AM,141.70845327864
166,355007,3374,DALEY,CRT, ,DALEY CRT,816,828,811,823,0,LOCAL,OPEN,MISS,0,0,51.8286175194,349644,349622,,8/19/2025 11:33:37 AM,71.5021457091132
167,361311,2983,BOSTOCK,CRES, ,BOSTOCK CRES,,,2345,2369,0,LOCAL,OPEN,MISS,0,0,101.9496661024,348288,348244,,8/19/2025 11:53:52 AM,140.695874078019
168,354527,2970,BOB-O-LINK,RD, ,BOB-O-LINK RD,474,492,475,493,0,LOCAL,OPEN,MISS,0,0,85.7720468637,350433,350380,,8/19/2025 11:55:45 AM,118.167548949672
169,361340,3459,DRY PINE,GATE, ,DRY PINE GATE,,,1788,1788,0,LOCAL,OPEN,MISS,0,0,99.1285131132,349701,349662,,8/19/2025 11:37:12 AM,136.818537207077
170,355008,3622,FLETCHER VALLEY,CRES, ,FLETCHER VALLEY CRES,790,790,781,795,0,LOCAL,OPEN,MISS,0,0,34.7778644543,349662,349644,,8/19/2025 11:34:50 AM,47.9645133341468
171,355026,3951,INVERHOUSE,DR, ,INVERHOUSE DR,966,966,965,965,0,LOCAL,OPEN,MISS,0,0,209.593984036,349307,349205,,8/19/2025 11:49:13 AM,289.244730905094
172,354915,4514,PADSTOW,CRES, ,PADSTOW CRES,2456,2494,2461,2541,0,LOCAL,OPEN,MISS,0,0,227.732381571,347830,347824,,8/19/2025 11:54:05 AM,314.178427029736
173,354917,5427,YEOVIL,RD, ,YEOVIL RD,2380,2486,2397,2489,0,LOCAL,OPEN,MISS,0,0,360.3730262572,348020,347824,,8/19/2025 11:28:19 AM,497.397504067259
174,354928,2983,BOSTOCK,CRES, ,BOSTOCK CRES,2234,2234,2201,2245,0,LOCAL,OPEN,MISS,0,0,95.5239627675,348496,348422,,8/19/2025 11:38:08 AM,131.56595433806
175,359173,2973,BODMIN,RD, ,BODMIN RD,,,1425,1425,0,LOCAL,OPEN,MISS,0,0,253.3854929589,348177,348047,,8/19/2025 11:37:55 AM,349.398014305466
176,354901,3010,BRAY,CRT, ,BRAY CRT,1236,1244,1231,1253,0,LOCAL,OPEN,MISS,0,0,66.5489143643,348624,348578,,8/19/2025 11:52:28 AM,91.6514442847914
177,354530,4465,OLD POPLAR,ROW, ,OLD POPLAR ROW,500,550,503,559,0,LOCAL,OPEN,MISS,0,0,227.4846317125,350380,350317,,8/19/2025 11:53:12 AM,314.037346367982
178,354528,2970,BOB-O-LINK,RD, ,BOB-O-LINK RD,502,600,519,641,0,LOCAL,OPEN,MISS,0,0,475.8707493939,350380,350126,,8/19/2025 11:53:20 AM,655.558865053323
179,360212,4089,LAKESHORE,RD,W,LAKESHORE RD W,0,0,0,0,0,ART,OPEN,MISS,0,1,42.3395652316,349161,349146,,8/19/2025 11:57:29 AM,58.4281232133463
180,702511,106385,UNNAMED,UCOM, ,UNNAMED UCOM,,,,,0,LOCAL,OPEN,PRIV,0,0,45.6770645239,702492,702510,5/30/2006 2:59:04 PM,8/19/2025 11:30:58 AM,62.9775850247458
181,361344,2781,ANGELA,CRES, ,ANGELA CRES,1708,1738,1715,1735,0,LOCAL,OPEN,MISS,0,0,108.0276429004,349841,349813,,8/19/2025 11:39:43 AM,149.176885316951
182,355004,4567,PERSEDEN,RD, ,PERSEDEN RD,750,796,755,795,0,LOCAL,OPEN,MISS,0,0,208.9023664777,349813,349714,,8/19/2025 11:41:07 AM,288.184629521053
183,702493,4973,SOUTHDOWN,RD, ,SOUTHDOWN RD,,,,,0,ART,OPEN,MISS,1,0,28.3558847508,348980,702492,5/30/2006 1:01:26 PM,8/19/2025 11:31:55 AM,39.117688937541
184,352680,4089,LAKESHORE,RD,W,LAKESHORE RD W,0,0,1969,1971,0,ART,OPEN,MISS,0,0,130.8265184777,349205,349161,,8/19/2025 11:44:38 AM,180.543563013508
185,362385,5282,WALDEN,CIR, ,WALDEN CIR,1200,1400,1201,1271,0,LOCAL,OPEN,MISS,0,0,420.6285871024,348990,349161,,8/19/2025 11:40:28 AM,579.868345430747
186,354996,3236,CLARKSON,RD,S,CLARKSON RD S,796,822,791,797,0,MNRCOL,OPEN,MISS,0,0,78.1992350474,349701,349664,,8/19/2025 11:36:57 AM,107.875656878151
187,360208,5400,WISEMAN,CRT, ,WISEMAN CRT,2204,2206,,,0,LOCAL,OPEN,MISS,0,1,55.9361041904,348663,348648,,8/19/2025 11:52:00 AM,77.254177709082
188,354521,4275,MEADOW WOOD,RD, ,MEADOW WOOD RD,,,,,0,LOCAL,OPEN,MISS,0,0,7.3248134944,350126,350120,,8/19/2025 11:33:16 AM,10.0939427104845
189,360234,3041,BROOKHURST,RD, ,BROOKHURST RD,,,,,0,LOCAL,OPEN,MISS,0,1,70.275933007,348505,348500,,8/19/2025 11:27:44 AM,97.115291907631
190,361201,5299,WATERSEDGE,RD, ,WATERSEDGE RD,1390,1460,1383,1451,0,LOCAL,OPEN,MISS,0,0,284.9631820406,350469,350523,,8/19/2025 11:43:45 AM,393.642517516755
191,354516,4688,RATTRAY PARK,DR, ,RATTRAY PARK DR,466,524,467,521,0,LOCAL,OPEN,MISS,0,0,223.6600386441,350523,350403,,8/19/2025 11:27:51 AM,308.404113230476
192,355003,4348,MISSENDEN,CRES, ,MISSENDEN CRES,1740,1752,1735,1743,0,LOCAL,OPEN,MISS,0,0,103.1978369588,349714,349664,,8/19/2025 11:31:41 AM,142.375440670392
193,360219,3236,CLARKSON,RD,S,CLARKSON RD S,828,850,825,829,0,MNRCOL,OPEN,MISS,0,1,90.9506285908,349664,349623,,8/19/2025 11:30:28 AM,125.47052529441
194,361303,4125,LEWISHAM,DR, ,LEWISHAM DR,1240,1254,,,0,LOCAL,OPEN,MISS,0,0,86.5144967042,348663,348605,,8/19/2025 11:36:04 AM,119.175342904531
195,354897,5400,WISEMAN,CRT, ,WISEMAN CRT,2148,2200,2151,2199,0,LOCAL,OPEN,MISS,0,0,172.668805767,348709,348663,,8/19/2025 11:29:14 AM,238.481634771593
196,377750,106389,UNNAMED,URES, ,UNNAMED URES,,,,,0,LOCAL,OPEN,PRIV,0,0,63.2341197293,377748,373215,4/3/2003 12:34:04 PM,8/19/2025 11:44:20 AM,87.2827814480986
197,355005,2781,ANGELA,CRES, ,ANGELA CRES,1676,1698,1679,1695,0,LOCAL,OPEN,MISS,0,0,107.3660708789,349885,349841,,8/19/2025 11:37:25 AM,148.191629178011
198,361342,5422,WYLAN,CRT, ,WYLAN CRT,760,772,763,775,0,LOCAL,OPEN,MISS,0,0,56.6591623278,349841,349809,,8/19/2025 11:43:49 AM,78.1435505255814
199,354523,4467,OLD SPAR,CRT, ,OLD SPAR CRT,1538,1578,1567,1577,0,LOCAL,OPEN,MISS,0,0,108.8802485632,350317,350269,,8/19/2025 11:40:29 AM,150.213987862064
200,360206,4973,SOUTHDOWN,RD, ,SOUTHDOWN RD,,,,,0,ART,OPEN,MISS,0,0,183.8164789237,348914,348829,,8/19/2025 11:56:26 AM,253.595021500482
201,354902,4125,LEWISHAM,DR, ,LEWISHAM DR,1260,1290,1261,1293,0,LOCAL,OPEN,MISS,0,0,124.12868146,348605,348505,,8/19/2025 11:28:02 AM,170.936291653194
202,352679,4089,LAKESHORE,RD,W,LAKESHORE RD W,1900,1900,1907,1913,0,ART,OPEN,MISS,0,0,121.1652559317,349261,349205,,8/19/2025 11:35:13 AM,167.215968337123
203,359457,5282,WALDEN,CIR, ,WALDEN CIR,1010,1010,,,0,LOCAL,OPEN,MISS,0,0,75.2420816575,349205,349189,,8/19/2025 11:29:09 AM,103.860222555652
204,359512,7017,UNA,RD, ,UNA RD,,,,,0,LOCAL,OPEN,MISS,0,0,74.2221510939,347830,347778,,8/19/2025 11:32:31 AM,102.349478713932
205,355002,4250,MATENA,AVE, ,MATENA AVE,1840,1864,1847,1859,0,LOCAL,OPEN,MISS,0,0,55.0827274016,349433,349399,,8/19/2025 11:52:37 AM,76.014727969264
206,354903,4125,LEWISHAM,DR, ,LEWISHAM DR,1298,1356,1297,1345,0,LOCAL,OPEN,MISS,0,0,195.8954755927,348505,348378,,8/19/2025 11:31:38 AM,270.047839189016
207,361307,2978,BONNER,RD, ,BONNER RD,2360,2360,2377,2397,0,LOCAL,OPEN,MISS,0,0,111.1993378016,348086,348047,,8/19/2025 11:29:32 AM,153.530972751419
208,377752,106389,UNNAMED,URES, ,UNNAMED URES,,,,,0,LOCAL,OPEN,PRIV,0,0,26.9718822059,377748,377751,4/3/2003 12:35:36 PM,8/19/2025 11:45:26 AM,37.2298773869081
209,360220,3236,CLARKSON,RD,S,CLARKSON RD S,860,866,0,0,0,MNRCOL,OPEN,MISS,1,0,71.1819844905,349623,349581,,8/19/2025 11:44:07 AM,98.2007649374371
210,377749,106389,UNNAMED,URES, ,UNNAMED URES,,,,,0,LOCAL,OPEN,PRIV,0,0,30.9949528672,373211,377748,4/3/2003 12:34:04 PM,8/19/2025 11:41:54 AM,42.7833381358907
211,361341,4348,MISSENDEN,CRES, ,MISSENDEN CRES,1656,1724,1647,1731,0,LOCAL,OPEN,MISS,0,0,310.8836479689,349885,349714,,8/19/2025 11:41:16 AM,428.608592981132
212,361199,4465,OLD POPLAR,ROW, ,OLD POPLAR ROW,572,594,569,579,0,LOCAL,OPEN,MISS,0,0,73.2649101549,350317,350288,,8/19/2025 11:45:00 AM,101.115409539915
213,354942,2932,BENEDET,DR, ,BENEDET DR,2362,2390,2361,2395,0,LOCAL,OPEN,MISS,0,0,211.0712907459,347725,347778,,8/19/2025 11:35:37 AM,291.381582994636
214,362500,4250,MATENA,AVE, ,MATENA AVE,1796,1836,1783,1831,0,LOCAL,OPEN,MISS,0,0,211.3126147419,349511,349433,,8/19/2025 11:37:56 AM,291.652895143532
215,361339,4548,PATTINSON,CRES, ,PATTINSON CRES,1798,1862,1785,1863,0,LOCAL,OPEN,MISS,0,0,314.2212449428,349468,349433,,8/19/2025 11:52:57 AM,433.519747325038
216,354515,3802,HALYARD,CRT, ,HALYARD CRT,1456,1468,1463,1469,0,LOCAL,OPEN,MISS,0,0,77.5494196045,350444,350403,,8/19/2025 11:45:04 AM,106.974544579499
217,354517,4688,RATTRAY PARK,DR, ,RATTRAY PARK DR,534,566,543,565,0,LOCAL,OPEN,MISS,0,0,136.325751945,350403,350360,,8/19/2025 11:37:59 AM,188.180230392057
218,373212,106389,UNNAMED,URES, ,UNNAMED URES,,,,,0,LOCAL,OPEN,PRIV,0,0,12.9957852398,349189,373211,2/27/2003 9:39:24 AM,8/19/2025 11:30:19 AM,17.8964372981528
219,373214,106389,UNNAMED,URES, ,UNNAMED URES,,,,,0,LOCAL,OPEN,PRIV,0,0,107.0359455346,373211,373213,2/27/2003 9:40:07 AM,8/19/2025 11:32:52 AM,147.771302660799
220,359456,5282,WALDEN,CIR, ,WALDEN CIR,1020,1020,,,0,LOCAL,OPEN,MISS,0,0,154.6372732069,349189,349178,,8/19/2025 11:35:01 AM,213.444500404021
221,361343,2781,ANGELA,CRES, ,ANGELA CRES,1648,1668,1649,1655,0,LOCAL,OPEN,MISS,0,0,53.7124089185,349912,349885,,8/19/2025 11:32:32 AM,74.1508489833254
222,377769,3236,CLARKSON,RD,S,CLARKSON RD S,874,880,0,0,0,MNRCOL,OPEN,MISS,0,0,40.3861422396,349581,377768,4/4/2003 9:01:39 AM,8/19/2025 11:55:30 AM,55.7117164358194
223,359452,5282,WALDEN,CIR, ,WALDEN CIR,1180,1180,,,0,LOCAL,OPEN,MISS,0,0,66.2658320705,349017,348990,,8/19/2025 11:47:43 AM,91.4131009270183
224,372977,106389,UNNAMED,URES, ,UNNAMED URES,,,,,0,LOCAL,OPEN,PRIV,0,0,287.2053321102,348990,349017,2/20/2003 4:02:28 PM,8/19/2025 11:42:13 AM,396.04335414479
225,373209,106389,UNNAMED,URES, ,UNNAMED URES,,,,,0,LOCAL,OPEN,PRIV,0,0,117.6599282078,349178,373208,2/27/2003 9:35:01 AM,8/19/2025 11:39:59 AM,162.379478594668
226,354927,5229,UTLEY,RD, ,UTLEY RD,2190,2250,2199,2249,0,LOCAL,OPEN,MISS,0,0,225.4486355109,348481,348378,,8/19/2025 11:56:07 AM,311.13644392525
227,354904,4125,LEWISHAM,DR, ,LEWISHAM DR,1360,1380,1369,1379,0,LOCAL,OPEN,MISS,0,0,101.5395610558,348378,348326,,8/19/2025 11:38:59 AM,140.080814061599
228,352678,4089,LAKESHORE,RD,W,LAKESHORE RD W,1880,1880,0,0,0,ART,OPEN,MISS,0,0,31.954193778,349272,349261,,8/19/2025 11:28:08 AM,44.0999720207107
229,362516,2978,BONNER,RD, ,BONNER RD,,,,,0,LOCAL,OPEN,MISS,1,0,63.144600978,348101,348086,,8/19/2025 11:38:35 AM,87.2197623585157
230,354914,4514,PADSTOW,CRES, ,PADSTOW CRES,2336,2336,2335,2359,0,LOCAL,OPEN,MISS,0,0,100.7891645615,348086,348020,,8/19/2025 11:46:04 AM,138.849299299664
231,361200,5299,WATERSEDGE,RD, ,WATERSEDGE RD,1280,1308,1287,1297,0,LOCAL,OPEN,MISS,0,0,132.3905892412,350288,350360,,8/19/2025 11:50:06 AM,182.464118525673
232,377770,3236,CLARKSON,RD,S,CLARKSON RD S,888,888,881,881,0,MNRCOL,OPEN,MISS,0,0,47.1551800866,377768,349555,4/4/2003 9:01:39 AM,8/19/2025 11:30:29 AM,65.0563513432394
233,373205,106385,UNNAMED,UCOM, ,UNNAMED UCOM,,,,,0,LOCAL,OPEN,PRIV,0,0,26.7422404447,349272,349285,2/27/2003 9:20:46 AM,8/19/2025 11:48:25 AM,36.8783717007867
234,422301,4089,LAKESHORE,RD,W,LAKESHORE RD W,1856,1884,1865,1865,0,ART,OPEN,MISS,0,0,66.7050581665,349308,349272,4/4/2005 3:49:52 PM,8/19/2025 11:30:54 AM,92.0595906098543
235,352684,4973,SOUTHDOWN,RD, ,SOUTHDOWN RD,1212,1212,1185,1261,0,ART,OPEN,MISS,0,0,207.1724430303,348829,348755,,8/19/2025 11:27:46 AM,285.812469686877
236,361282,3829,HARTLAND,DR, ,HARTLAND DR,,,,,0,LOCAL,OPEN,MISS,0,0,39.1431471073,348847,348829,,8/19/2025 11:36:28 AM,53.9958305707756
237,359453,5282,WALDEN,CIR, ,WALDEN CIR,1160,1160,,,0,LOCAL,OPEN,MISS,0,0,65.2185720624,349043,349017,,8/19/2025 11:33:06 AM,89.9792076080765
238,354896,5400,WISEMAN,CRT, ,WISEMAN CRT,2106,2144,2105,2125,0,LOCAL,OPEN,MISS,0,0,158.1528791445,348755,348709,,8/19/2025 11:27:06 AM,218.362427146281
239,354998,3236,CLARKSON,RD,S,CLARKSON RD S,900,924,905,929,0,MNRCOL,OPEN,MISS,0,0,106.9434058042,349555,349511,,8/19/2025 11:47:22 AM,147.546706404975
240,362736,5062,SUNNINGDALE BEND, , ,SUNNINGDALE BEND,1726,1770,1715,1745,0,LOCAL,OPEN,MISS,0,0,171.4155115923,349663,349555,,8/19/2025 11:36:08 AM,236.573506318281
241,354895,2871,BALSAM,AVE, ,BALSAM AVE,1776,2022,1795,2017,0,LOCAL,OPEN,MISS,0,0,906.1947160815,349200,348847,,8/19/2025 11:49:25 AM,1250.51816097151
242,361281,3829,HARTLAND,DR, ,HARTLAND DR,2004,2016,,,0,LOCAL,OPEN,MISS,0,0,68.9049049954,348879,348847,,8/19/2025 11:54:28 AM,95.1009050545428
243,361274,5206,TRUSCOTT,DR, ,TRUSCOTT DR,2206,2248,2203,2249,0,MJRCOL,OPEN,MISS,0,0,203.0740989075,348398,348326,,8/19/2025 11:44:13 AM,280.381652106608
244,354531,5299,WATERSEDGE,RD, ,WATERSEDGE RD,1318,1358,1333,1369,0,LOCAL,OPEN,MISS,0,0,185.0740175585,350360,350469,,8/19/2025 11:54:43 AM,254.95138839507
245,373206,106385,UNNAMED,UCOM, ,UNNAMED UCOM,,,,,0,LOCAL,OPEN,PRIV,0,0,27.3406543631,349308,371259,2/27/2003 9:21:17 AM,8/19/2025 11:54:24 AM,37.7029727697904
246,422300,4089,LAKESHORE,RD,W,LAKESHORE RD W,1834,1854,1829,1829,0,ART,OPEN,MISS,0,0,103.6499040424,349354,349308,4/4/2005 3:49:32 PM,8/19/2025 11:56:17 AM,143.050125289394
247,359454,5282,WALDEN,CIR, ,WALDEN CIR,1080,1110,,,0,LOCAL,OPEN,MISS,0,0,206.4048872003,349148,349043,,8/19/2025 11:40:02 AM,284.509596310111
248,373204,106389,UNNAMED,URES, ,UNNAMED URES,,,,,0,LOCAL,OPEN,PRIV,0,0,270.5259722443,349043,349148,2/27/2003 9:14:27 AM,8/19/2025 11:55:47 AM,373.268240465728
249,359455,5282,WALDEN,CIR, ,WALDEN CIR,1060,1060,,,0,LOCAL,OPEN,MISS,0,0,76.1255852602,349178,349148,,8/19/2025 11:41:17 AM,105.017454897483
250,354519,3761,GREEN GLADE,,,GREEN GLADE,1590,1590,1595,1595,0,LOCAL,OPEN,MISS,0,0,74.7534874705,350041,349994,,8/19/2025 11:30:52 AM,103.008017172888
251,362503,4275,MEADOW WOOD,RD, ,MEADOW WOOD RD,740,790,757,801,0,LOCAL,OPEN,MISS,0,1,247.449667767,349994,349845,,8/19/2025 11:48:48 AM,341.002456836375
252,354514,3112,CAPTAIN,CRT,,CAPTAIN CRT,1390,1420,1391,1421,0,LOCAL,OPEN,MISS,0,0,99.0355562301,350485,350469,,8/19/2025 11:31:10 AM,136.823932303243
253,354830,3829,HARTLAND,DR, ,HARTLAND DR,1904,1998,1905,1985,0,LOCAL,OPEN,MISS,0,0,284.1419218307,348855,348879,,8/19/2025 11:49:15 AM,391.930666852546
254,354829,3892,HINDHEAD,RD, ,HINDHEAD RD,1984,2048,1971,2047,0,LOCAL,OPEN,MISS,0,0,225.4482085933,348855,348879,,8/19/2025 11:54:42 AM,311.234936415314
255,354999,3236,CLARKSON,RD,S,CLARKSON RD S,948,948,,,0,MNRCOL,OPEN,MISS,0,0,48.7552215563,349511,349489,,8/19/2025 11:34:01 AM,67.260559432497
256,360238,2932,BENEDET,DR, ,BENEDET DR,,,2321,2321,0,LOCAL,OPEN,MISS,1,0,55.1617553201,347698,347725,,8/19/2025 11:30:58 AM,76.1026449301732
257,354520,3116,CARDINAL,PL, ,CARDINAL PL,742,742,737,769,0,LOCAL,OPEN,MISS,0,0,60.8197271297,350041,350011,,8/19/2025 11:37:09 AM,83.9245419041174
258,354922,4183,LUDBROOK,CRT, ,LUDBROOK CRT,1300,1306,1311,1317,0,LOCAL,OPEN,MISS,0,0,64.13670011,348618,348589,,8/19/2025 11:56:42 AM,88.4835156110494
259,361309,3102,CANFORD,CRES, ,CANFORD CRES,1264,1366,1263,1359,0,LOCAL,OPEN,MISS,0,0,241.7530737539,348618,348588,,8/19/2025 11:50:30 AM,333.618924725895
260,354920,3893,HOBBS,CRES, ,HOBBS CRES,1600,1622,1605,1621,0,LOCAL,OPEN,MISS,0,0,103.3535896861,348094,348146,,8/19/2025 11:45:40 AM,142.528774389419
261,354912,2978,BONNER,RD, ,BONNER RD,2274,2298,2283,2295,0,LOCAL,OPEN,MISS,0,0,96.4014815422,348184,348146,,8/19/2025 11:51:36 AM,133.040681134383
262,355000,3236,CLARKSON,RD,S,CLARKSON RD S,950,950,,,0,MNRCOL,OPEN,MISS,0,0,34.3844912133,349489,349468,,8/19/2025 11:35:55 AM,47.4390672992316
263,373207,106385,UNNAMED,UCOM, ,UNNAMED UCOM,,,,,0,LOCAL,OPEN,PRIV,0,0,31.4098354182,349354,349334,2/27/2003 9:21:38 AM,8/19/2025 11:32:57 AM,43.3150098289285
264,352677,4089,LAKESHORE,RD,W,LAKESHORE RD W,1784,1814,1785,1815,0,ART,OPEN,MISS,0,0,143.7427536121,349400,349354,,8/19/2025 11:32:54 AM,198.382345714711
265,354918,4708,REISS,CRT, ,REISS CRT,1891,1939,1892,1940,0,LOCAL,OPEN,MISS,0,0,153.2018571274,348008,348094,,8/19/2025 11:44:12 AM,211.257370740541
266,352685,4973,SOUTHDOWN,RD, ,SOUTHDOWN RD,,,1375,1405,0,ART,OPEN,MISS,0,0,495.5257077263,348755,348498,,8/19/2025 11:49:31 AM,683.626326350648
267,354926,5229,UTLEY,RD, ,UTLEY RD,2162,2186,2165,2177,0,LOCAL,OPEN,MISS,0,0,92.1896426395,348530,348481,,8/19/2025 11:42:33 AM,127.231667606192
268,361310,2735,AGORA,RD, ,AGORA RD,1366,1386,1365,1387,0,LOCAL,OPEN,MISS,0,0,131.3423757471,348481,348398,,8/19/2025 11:54:19 AM,181.060449427478
269,355001,3236,CLARKSON,RD,S,CLARKSON RD S,962,972,969,987,0,MNRCOL,OPEN,MISS,0,0,136.2150814959,349468,349400,,8/19/2025 11:53:46 AM,187.925951474168
270,370909,5062,SUNNINGDALE BEND, , ,SUNNINGDALE BEND,1667,1667,1677,1705,0,LOCAL,OPEN,MISS,0,0,33.0824351129,370908,349663,11/27/2002 2:50:36 PM,8/19/2025 11:43:12 AM,45.6588681660307
271,354923,4183,LUDBROOK,CRT, ,LUDBROOK CRT,1332,1332,1321,1347,0,LOCAL,OPEN,MISS,0,0,96.7449608042,348589,348530,,8/19/2025 11:53:12 AM,133.466962344456
272,362504,4275,MEADOW WOOD,RD, ,MEADOW WOOD RD,810,928,839,927,0,LOCAL,OPEN,MISS,1,0,381.03107296,349845,349632,,8/19/2025 11:28:10 AM,525.405429974598
273,360248,2978,BONNER,RD, ,BONNER RD,2262,2268,,,0,LOCAL,OPEN,MISS,0,0,66.6522719283,348218,348184,,8/19/2025 11:37:40 AM,91.8869453591588
